,A,B,C,D,E
0,0.2259850097575868,0.14934311452207608,0.015547845714458775,-0.2741679770137871,0.23994971032820966
1,0.20312201657031814,-0.12590655321041203,0.0946741419087645,-0.10633507711102913,-0.0647456484120703
2,0.1457702044479583,0.15139237747390627,0.05254406580225117,-0.02794160851205242,0.16106504557914264
3,0.010960374584009516,0.13458754237823045,0.1626025140947578,0.1008534224186555,0.1426360735739982
4,0.2106242269884558,0.07813114007004275,0.004932704663547477,-0.009496349736809344,0.09952861328991544
5,0.20342662680192714,0.026445563032930355,0.20455528126406777,-0.04983264426377566,0.05267409473501619
6,0.24073652151801453,-0.03139228145364278,-0.012800500465735856,-0.11410696433052608,-0.0605021094627792
7,-0.15450813541287955,0.14580206835369589,-0.07922784759084839,0.08228472641163317,-0.07585828476409663
8,0.10979171948450972,0.19602583164499648,0.33246864604580995,-0.025684330606486724,0.14278797071730684
9,-0.1387394464734678,0.18016348698661253,0.0004743931478017466,0.19328313113358922,0.0608705695461501
10,0.025843855811945825,0.131510376473437,-0.007940502206261899,-0.02908677738258121,0.2111172504674937
11,0.17549773683122022,0.0357380410658956,0.019726466270591565,-0.13964738763285814,-0.0008589030558311533
12,-0.18682796741442692,-0.12083186322821715,-0.050602654710027395,0.21621637742395286,-0.08638168116202682
13,0.0814709247140083,-0.0004454133120083229,0.06049303278307495,0.01611870521175869,-0.08530978867166762
14,0.03509794715785239,0.06564749350763359,-0.0919450110142259,-0.0648806453326661,0.00040377779118244694
15,-0.1995381745537253,-0.12883614637495544,0.0252201604990466,0.1684910317020182,-0.10215768458385462
16,-0.16481214501551156,0.039512206018200824,0.021692543549759663,0.08593067529260347,-0.11756091814007544
17,-0.03251567028102572,0.04298636948222301,-0.03227967114633336,-0.06315792400186541,0.06376877065051637
18,0.10803193174521755,0.06960427239628685,0.04010041425145649,0.0178712180019112,0.04396081682538071
19,-0.23428915323000093,-0.11841179667571891,-0.19741207481497236,0.18063049102601403,-0.2114039244601767
20,-0.17349430997999715,-0.0661702572039035,0.07681661273510704,0.2665397632514853,-0.2916991450352865
21,0.022577125479149474,-0.043643524714322125,-0.06117103467228917,-0.1642037320136276,0.01708976058498657
22,-0.4582411412181959,-0.11698019077728641,-0.11100287798210737,0.23769583583601264,-0.12146800394682016
23,-0.22142624875901906,0.1739367877130134,-0.06149819299258444,0.10199452143274994,0.08336133358645154
24,0.11442332096281564,-0.04959107284421519,-0.0684115409084719,-0.014683285375291247,-0.06249364762918344
25,0.33916614053483307,0.03289696294602021,0.11160432701325082,-0.2058042053648696,0.20743800607731072
26,0.13754457341284876,-0.025857254547392402,0.06312172410543555,-0.0895800197234973,-0.02525155019425173
27,-0.059448951822372254,0.15834728788021224,0.010776881501613433,-0.01821980501210743,0.13280231574768026
28,-0.03433508147276676,0.13203609870818392,-0.043020492596785864,0.011669673574810052,-0.04519422441772723
29,0.16058490173001483,0.06333526228249152,-0.02569856683569706,-0.19415225676725048,0.21438719865498387
30,-0.11867882254934838,-0.22035098806466508,-0.12654924025241915,0.05577946522318519,-0.08100097110204478
31,-0.14228472434969888,0.005202897425988651,0.33549153585266595,-0.034120482161767995,0.11077243065573825
32,-0.0020786036267374935,0.06836861907765344,0.13569163350302965,-0.0533225330666446,0.0583665934000153
33,-0.013613035342102066,0.10039615758421697,0.014003407149561956,-0.0022923222833708956,0.17037360371689736
34,-0.0025313934818955997,-0.061790704470760086,-0.13987708466488263,0.12219859204819597,-0.011347713073443802
35,0.19880607552673954,0.18220113633283233,0.012860821434409017,-0.1781860532853477,0.20416012928814123
36,0.1553749185677452,-0.13204309700132935,-0.06638792509026249,-0.029619501501864386,-0.11873784488079994
37,-0.2652979145710016,-0.0661528021815219,-0.10429122798686903,0.2010292674803615,-0.1992509689903287
38,-0.010503964026017493,0.09350499881140222,0.020856096864524498,-0.010075574549302607,0.17619106017657143
39,-0.5906969873376079,0.004905461382531166,-0.23122892120503824,0.14841188076901882,-0.18965020226773316
40,-0.007924834754710515,0.20023925836452552,0.21416436375690528,0.10044967379676531,0.13298899957525728
41,0.16333909931784354,0.01885191925124656,0.04210043273609472,-0.09841267205706104,-0.005672806583411837
42,0.22024178571775938,-0.06331940901922267,-0.12070747404326519,-0.06977397699556566,-0.15392687754830114
43,0.07220628766960033,-0.03775635052328083,-0.0049146844478089174,-0.12080269579753014,0.031712260984368565
44,-0.05773341421785814,-0.10911461176191956,-0.11005344004879275,0.04250676118698159,-0.10557614918756719
45,-0.12107890072242555,-0.1277680166386608,-0.3714072498617524,-0.03095819835683819,-0.14385382346282605
46,-0.009489899019547832,0.06304114907682319,0.06641165011280975,-0.0926214360049238,0.10140688757847294
47,-0.018930736409086657,0.05811658124128058,-0.10818801543363187,-0.0754765860237438,-0.002095929958850995
48,0.14692624010626032,0.1294558819441117,0.0297444847324269,-0.1732105313453082,0.2403882333831698
49,0.23125352507524755,-0.07546057912599312,-0.07701396328715893,-0.11159448512337265,-0.024013735372669216
50,-0.01513372991376185,0.16891074524436733,0.11919587091239767,0.04120492317002631,0.08498858221791844
51,-0.3438262389570112,-0.028738770780866632,-0.23439331037054023,0.21112881834744673,-0.21695698893046916
52,-0.031099747310122647,0.15744082788445868,-0.147400966498125,0.01270832511322774,-0.0073455726425514095
53,0.13054901863624982,-0.04327858471825968,0.104415432152786,-0.08498273456650082,0.07475372967874963
54,-0.014834165381407784,-0.07354832923422751,0.041514789137012204,-0.04323187399740033,-0.06272049229476317
55,0.023807502269139233,0.024978537155866686,-0.1006149236144616,0.06770970053847239,-0.008729946159738503
56,-0.031396927075525355,0.10314530848694724,0.18884891410512825,-0.11475065916255975,0.245188553129945
57,-0.28461131769267084,0.016100957671534466,-0.09170779930437531,0.24074768923182055,-0.11564216854841104
58,0.12334620306819188,-0.05855288241233367,-0.026372814298877334,-0.06204995376220634,-0.10446980349679097
59,-0.26884312936783217,-0.1341219714076669,-0.20852473687716694,0.08823508598535607,-0.15240710325572626
60,0.019996141555396217,-0.1401520214917428,0.05557542533074829,0.02809643428976312,-0.051242018775904584
61,0.1531440522988009,0.05026828498748657,0.10575312618665421,-0.0005630094729613469,-0.02694441747816305
62,-0.02236789687232893,0.0989713033285805,0.07249567987434104,0.08290086276540423,0.01624928918820351
63,-0.14070211376787048,-0.016429459262529072,-0.03794604986170116,-0.036320082445219976,-0.17339523273670607
64,-0.34005346771880035,-0.10743648582284347,-0.38333508418585427,0.1810837520197605,-0.011292629072915408
65,0.34928812407348403,0.08730421526217066,0.10668049780866211,-0.20063749023044525,0.14905829904999796
66,-0.13298930984486088,-0.12803939447145732,-0.08259909930408105,0.14325704294931027,-0.14801741920724495
67,0.10371868989726876,-0.07130680950592722,-0.03610515872297691,-0.1115815517845769,-0.0395687949468531
68,-0.17102909949227277,0.062101785354009856,-0.10663823619609983,0.1898420041388246,-0.0805783359113765
69,0.01868361894341243,-0.2250141173574592,-0.11538947064261938,0.027746209189392232,-0.22358686389983945
70,0.03934457378002659,0.03863695975663059,0.13212005399576576,-0.08032631261959355,0.16808552395919726
71,-0.04432049374537072,-0.05816408364095032,-0.04370001322823027,0.00560405509913753,-0.03202614140638707
72,0.07573746689248312,0.010927969747781388,0.08325613997705025,-0.04270278270226968,0.23960360889942173
73,-0.058100288559686124,-0.007570152622082312,0.0771905912783081,0.020504294094275767,-0.08465408817604878
74,0.3121988340881586,0.020211439504395988,-0.0705824384376896,-0.337836524985093,0.07387371445850573
75,0.23147299201730126,0.06941719367070082,0.1218752348897002,-0.07413642575480754,0.03487079425501578
76,-0.08646529856172205,-0.07583697508984093,0.01612764389815986,-0.006701007844702369,-0.0028725435112780667
77,0.2546859222325179,0.14209820223119163,-0.020569575684737704,-0.06591498911338486,0.11068036892319266
78,0.07840170067215363,0.0726093788947765,-0.028563262729933887,0.10225969340275716,0.0008041609089776761
79,-0.3404468332125864,0.08437326623032682,-0.10314894900308984,0.1449954014709934,-0.0206151053786401
80,0.28395495874931204,0.11648639811110283,0.28272305451636964,-0.2335565971455245,0.3979261526197927
81,0.20615459601356195,0.07875882217058694,0.06400150510720551,-0.15628939959914054,0.05401047866024095
82,-0.3639569272176439,0.08440786805785921,-0.12896006812159388,0.25700155224502796,-0.13549237098578965
83,-0.2563593033826175,0.0075593610742885125,-0.14209586520058431,0.14952428442066235,-0.05893370713875481
84,0.02997488550102803,-0.14267738509897324,0.00634649743166079,-0.051820567658098685,-0.044051597337689166
85,-0.16022310636864628,-0.013504510003701392,0.06296978249459859,0.24564390593859226,-0.06058804789657454
86,0.06819158036532333,-0.07695146401767057,0.029567332265089022,-0.11173964942452246,0.075716560073365
87,0.3489288553118194,-0.14227417685154137,0.035723891097784594,-0.15688430549411098,-0.011299637390380077
88,0.03109970273407976,0.02584527909129876,-0.034883234614303295,-0.009690218354493817,0.0050282012420436156
89,-0.16871777615458539,-0.05685494541476426,-0.042889716893516124,0.14759653071717133,-0.09179447683445538
90,0.12890376071312626,-0.10298044380114638,-0.12713721409871476,-0.011858727339993172,-0.1812142425388977
91,-0.20873145587768926,-0.10430010800715656,-0.052677421618225334,0.2572856434854903,-0.15176538043369048
92,-0.013822944751674254,0.026841707970891467,-0.21927040027908595,0.0024458250632888034,-0.12627106684283396
93,-0.012400109425784622,0.035867194917034446,0.14476633150157958,0.011056567294580877,0.14855863014817186
